id, code,       bunban,     title,      credit,     day_time,   prof,       num_of_std, english,    abeek,      notice,     comment,    year, semester,   dept       
NULL,EEE3146,01,반도체공학I,3,"월 10:30~11:45 K406 , 수 12:00~13:15",최우영,43,O,O,,영어강의,2008,FAL,EEE
NULL,EEE3149,01,디지털통신,3,"월 09:00~10:15 K402 , 수 10:30~11:45",소재우,89,O,O,,영어강의,2008,FAL,EEE
NULL,EEE3163,01,고급디지털회로설계,3,"화,목 12:00~13:15 R404",송태경,96,,O,,,2008,FAL,EEE
NULL,EEE3178,01,컴퓨터아키텍쳐,3,"월 12:00~13:15 , 금 10:30~11:45 AS414",황선영,88,,O,,,2008,FAL,EEE
NULL,EEE3182,01,고급전자회로실험,2,월 15:00~18:50 R712,지용,21,,O,,,2008,FAL,EEE
NULL,EEE3182,02,고급전자회로실험,2,화 15:00~18:50 R712,윤상원,27,,O,,,2008,FAL,EEE
NULL,EEE3182,03,고급전자회로실험,2,수 15:00~18:50 R712,이행선,25,,O,,실험강의 19:00-20:30,2008,FAL,EEE
NULL,EEE3182,04,고급전자회로실험,2,목 15:00~18:50 R712,범진욱,28,,O,,,2008,FAL,EEE
NULL,EEE3182,05,고급전자회로실험,2,금 15:00~18:50 R712,이행선,21,,O,,,2008,FAL,EEE
NULL,EEE3182,06,고급전자회로실험,2,토 15:00~18:50 R712,김영록,27,,O,,,2008,FAL,EEE
NULL,EEE4145,01,RFIC공학,3,"월 12:00~13:15 , 금 10:30~11:45 AS305",범진욱,14,,O,,,2008,FAL,EEE
NULL,EEE4168,01,마이크로프로세서시스템설계,3,"화,목 13:30~14:45 K404",김경환,16,,O,,,2008,FAL,EEE
NULL,EEE4169,01,VLSI시스템설계,3,"화,목 10:30~11:45 K406",김영록,35,,O,,,2008,FAL,EEE
NULL,EEE4174,01,기초초고주파회로해석,3,"수,금 09:00~10:15 AS305",장익수,6,,O,,,2008,FAL,EEE
NULL,EEE4176,01,디지털신호처리응용,3,"화,목 09:00~10:15 K307",송태경,25,,O,,,2008,FAL,EEE
NULL,EEE4185,01,디자인프로젝트(종합설계),3,토 09:00~11:45 K304,이행선,34,,O,,,2008,FAL,EEE
NULL,EEE4199,01,특수연구,3,일 00:00~00:00,이승훈,14,,,,,2008,FAL,EEE
NULL,EEE5281,01,TI DSP를이용한디지털신호처리응용,3,"수,금 16:30~17:45 R714",손학렬,13,,,,학석사공용과목,2008,FAL,EEE
NULL,CSE2003,01,기초공학설계,3,"월 09:00~10:15 AS303 , 수 10:30~11:45",장형수,39,,O,,,2008,FAL,CSE
NULL,CSE2003,02,기초공학설계,3,"월 15:00~16:15 AS301 , 수 16:30~17:45",정성원,48,,O,,,2008,FAL,CSE
NULL,CSE2003,03,기초공학설계,3,"화,목 16:30~17:45 AS412",김승욱,8,O,O,,,2008,FAL,CSE
NULL,CSE2004,01,공학설계입문,3,"월 09:00~10:15 AS303 , 수 10:30~11:45",장형수,3,,,,CSE2003-01과 합반(컴퓨터공학 홈페이지 참고),2008,FAL,CSE
NULL,CSE3006,01,이산구조,3,"월 13:30~14:45 AS301 , 금 12:00~13:15",김세준,47,O,O,,영어강의,2008,FAL,CSE
NULL,CSE3013,02,컴퓨터공학설계및실험I,3,화 15:00~20:50 R914,장형수,12,,O,,,2008,FAL,CSE
NULL,CSE3015,01,디지탈회로개론,3,"수,금 13:30~14:45 AS510",이장수,97,,O,,,2008,FAL,CSE
NULL,CSE3016,01,컴퓨터공학실험II,3,월 15:00~20:50 AS714,오경환,19,,O,,,2008,FAL,CSE
NULL,CSE3016,02,컴퓨터공학실험II,3,화 15:00~20:50 AS714,낭종호,12,,O,,,2008,FAL,CSE
NULL,CSE3016,03,컴퓨터공학실험II,3,수 15:00~20:50 AS714,김승욱,18,,O,,,2008,FAL,CSE
NULL,CSE3016,04,컴퓨터공학실험II,3,목 15:00~20:50 AS714,김주호,18,,O,,,2008,FAL,CSE
NULL,CSE3040,01,JAVA언어,3,"월 09:00~10:15 AS412 , 수 10:30~11:45",김주호,38,O,O,,영어강의,2008,FAL,CSE
NULL,CSE3080,01,자료구조,3,"월 12:00~13:15 AS301 , 금 10:30~11:45",김세준,23,O,O,,영어강의,2008,FAL,CSE
NULL,CSE3081,01,알고리즘설계와분석,3,"화,목 09:00~10:15 AS412",임종석,37,,O,,컴퓨터공학전공짝수학번,2008,FAL,CSE
NULL,CSE3081,02,알고리즘설계와분석,3,"월 13:30~14:45 , 금 12:00~13:15 AS303",임인성,47,,O,,컴퓨터공학전공홀수학번,2008,FAL,CSE
NULL,CSE4011,01,임베디드컴퓨터구조,3,"월 10:30~11:45 AS412 , 수 12:00~13:15",김주호,28,O,O,,영어강의,2008,FAL,CSE
NULL,CSE4060,01,데이터통신개론,3,"화,목 16:30~17:45 AS301",최명환,63,O,O,,영어강의,2008,FAL,CSE
NULL,CSE4070,01,운영체제,3,"화,목 13:30~14:45 AS301",박성용,56,,O,컴퓨터공학전공(가능),컴퓨터공학전공자대상,2008,FAL,CSE
NULL,CSE4070,02,운영체제,3,"수 18:00~19:15 , 목 15:00~16:15 AS412",이지선,30,,O,,비전공자대상,2008,FAL,CSE
NULL,CSE4085,01,자동장치이론,3,"화,목 09:00~10:15 AS305",장직현,25,,O,,,2008,FAL,CSE
NULL,CSE4095,01,파일처리,3,"월 10:30~11:45 AS305 , 수 12:00~13:15",박석,33,,O,,,2008,FAL,CSE
NULL,CSE4140,01,수치컴퓨팅및응용,3,"월 12:00~13:15 , 금 10:30~11:45 AS311",임인성,15,,O,,,2008,FAL,CSE
NULL,CSE4152,01,고급소프트웨어실습I,3,월 15:00~20:50 R912,임인성,10,,O,,,2008,FAL,CSE
NULL,CSE4152,02,고급소프트웨어실습I,3,화 15:00~20:50 R912,장직현,9,,O,,,2008,FAL,CSE
NULL,CSE4152,03,고급소프트웨어실습I,3,수 15:00~20:50 R912,임종석,9,,O,,,2008,FAL,CSE
NULL,CSE4177,01,인터넷프로그래밍및응용,3,"화,목 10:30~11:45 AS311",낭종호,15,,O,,4학년만 수강,2008,FAL,CSE
NULL,CSE4178,01,기초SOC설계,3,"화,목 12:00~13:15 AS311",임종석,14,,O,,,2008,FAL,CSE
NULL,CSE4182,01,설계패턴,3,"화,목 15:00~16:15 AS305",박수용,12,,O,,,2008,FAL,CSE
NULL,CSE4185,01,기초인공지능,3,"수,금 13:30~14:45 AS305",오경환,28,,O,,,2008,FAL,CSE
NULL,CSE4185,02,기초인공지능,3,"수,금 15:00~16:15 AS305",오경환,20,,O,,,2008,FAL,CSE
NULL,CSE4187,01,종합설계,3,"월 15:00~16:15 AS412 , 수 16:30~17:45",김지환,10,,O,,졸업학기만수강,2008,FAL,CSE
NULL,CSE4188,01,암호학기초,3,"화,목 13:30~14:45 AS305",장직현,9,,O,,,2008,FAL,CSE
NULL,CSE4199,01,졸업프로젝트,3,일 00:00~00:00,박수용,10,,O,,,2008,FAL,CSE
NULL,CBE2002,01,창의설계,3,목 18:00~20:50 K307,박형상,65,,O,,,2008,FAL,CBE
NULL,CBE2002,02,창의설계,3,목 18:00~20:50 K404,최정우,53,,O,,,2008,FAL,CBE
NULL,CBE2006,01,응용생물학,3,"월 15:00~16:15 K203 , 수 16:30~17:45",최정우,105,,O,,,2008,FAL,CBE
NULL,CBE2006,02,응용생물학,3,"월 15:00~16:15 AS414 , 수 16:30~17:45",안정희,99,,O,,,2008,FAL,CBE
NULL,CBE2007,01,응용생화학,3,"화,목 13:30~14:45 R404",이진원,128,O,O,,,2008,FAL,CBE
NULL,CBE2007,02,응용생화학,3,"화,목 15:00~16:15 R404",이진원,86,O,O,,,2008,FAL,CBE
NULL,CBE2008,01,화공생명공학기초실험I,3,월 15:00~20:50 R403,오병근,18,,,,,2008,FAL,CBE
NULL,CBE2008,02,화공생명공학기초실험I,3,화 15:00~20:50 R403,임종성,29,,,,,2008,FAL,CBE
NULL,CBE2008,03,화공생명공학기초실험I,3,수 15:00~20:50 R403,이재욱,10,,,,,2008,FAL,CBE
NULL,CBE2008,04,화공생명공학기초실험I,3,금 15:00~20:50 R403,김대진,23,,,,,2008,FAL,CBE
NULL,CBE3001,01,화공열역학,3,"수,금 13:30~14:45 K203",임종성,109,,O,,,2008,FAL,CBE
NULL,CBE3001,02,화공열역학,3,"수,금 15:00~16:15 K203",임종성,70,,O,,,2008,FAL,CBE
NULL,CBE3005,01,열및물질전달,3,"월 09:00~10:15 K304 , 수 10:30~11:45",강태욱,42,,O,,,2008,FAL,CBE
NULL,CBE3005,02,열및물질전달,3,"월 10:30~11:45 K403 , 수 12:00~13:15",강태욱,106,,O,,,2008,FAL,CBE
NULL,CBE3006,01,공정제어,3,"수,금 13:30~14:45 K402",최진훈,105,O,O,,영어강의,2008,FAL,CBE
NULL,CBE3006,02,공정제어,3,"수,금 15:00~16:15 K309",최진훈,23,O,O,,영어강의,2008,FAL,CBE
NULL,CBE3010,01,양자화학,3,"화,목 09:00~10:15 K304",박흥목,27,,O,,,2008,FAL,CBE
NULL,CBE3014,01,유전공학,3,"월 13:30~14:45 , 금 12:00~13:15 K402",오병근,77,,O,,,2008,FAL,CBE
NULL,CBE3016,01,화공생명공학요소실험II,3,월 15:00~20:50 R405,박형상,26,,O,,,2008,FAL,CBE
NULL,CBE3016,02,화공생명공학요소실험II,3,화 15:00~20:50 R405,이진원,21,,O,,,2008,FAL,CBE
NULL,CBE3016,03,화공생명공학요소실험II,3,수 15:00~20:50 R405,강태욱,14,,O,,,2008,FAL,CBE
NULL,CBE3016,04,화공생명공학요소실험II,3,금 15:00~20:50 R405,원왕연,13,,O,,,2008,FAL,CBE
NULL,CBE4001,01,화공생명공학심화설계,3,"월 16:30~17:45 R417 , 수 18:00~19:15",강태욱,5,O,O,,,2008,FAL,CBE
NULL,CBE4001,02,화공생명공학심화설계,3,"화,목 15:00~16:15 K405",문준혁,34,O,O,,,2008,FAL,CBE
NULL,CBE4005,01,촉매공학,3,"화,목 10:30~11:45 K305",박형상,32,,O,,,2008,FAL,CBE
NULL,CBE4016,01,석유화학공학,3,"화,목 16:30~17:45 K307",이희우,47,,O,,,2008,FAL,CBE
NULL,CBE4017,01,화공생명공학공정실험,3,월 15:00~20:50 R407,문준혁,11,,O,,,2008,FAL,CBE
NULL,CBE4017,03,화공생명공학공정실험,3,수 15:00~20:50 R407,박흥목,11,,O,,,2008,FAL,CBE
NULL,CBE4017,04,화공생명공학공정실험,3,금 15:00~20:50 R407,김진우,14,,O,,,2008,FAL,CBE
NULL,MEE2008,01,공학설계개론,3,"화,목 10:30~11:45 AS414",김동철,91,O,O,,영어강의,2008,FAL,MEE
NULL,MEE2012,01,유체역학,3,"월 09:00~10:15 AS301 , 수 10:30~11:45",허남건,36,,O,,홀수학번수강,2008,FAL,MEE
NULL,MEE2012,02,유체역학,3,"화,목 13:30~14:45 AS412",원찬식,28,,O,,짝수학번수강,2008,FAL,MEE
NULL,MEE2013,01,동역학,3,"월 10:30~11:45 AS303 , 수 12:00~13:15",이승엽,55,,O,,,2008,FAL,MEE
NULL,MEE2014,01,디자인과재료,3,"화,목 09:00~10:15 AS301",최범규,58,,O,,,2008,FAL,MEE
NULL,MEE2025,01,모형설계제작,3,화 15:00~20:50,이철수,4,,O,,공작실,2008,FAL,MEE
NULL,MEE2025,02,모형설계제작,3,목 15:00~20:50,김태형,17,,O,,공작실,2008,FAL,MEE
NULL,MEE2026,01,2DCAD,3,월 13:30~19:15 AS612,이철수,19,,O,,기계제도실,2008,FAL,MEE
NULL,MEE2026,02,2DCAD,3,수 13:30~19:15 AS612,이철수,20,,O,,기계제도실,2008,FAL,MEE
NULL,MEE3002,01,열역학II,3,"화,목 09:00~10:15 AS303",정시영,20,,O,,,2008,FAL,MEE
NULL,MEE3005,01,공학수치해석,3,"화,목 12:00~13:15 AS412",손기헌,38,O,O,,7.16자 영어강의,2008,FAL,MEE
NULL,MEE3011,01,부품설계,3,"화,목 10:30~11:45 AS301",이태수,32,,O,,,2008,FAL,MEE
NULL,MEE3012,01,내연기관,3,"수,금 13:30~14:45 K405",김대중,55,O,O,,영어강의,2008,FAL,MEE
NULL,MEE3015,01,창의적공학설계I,3,"수,금 09:00~10:15 AS301",이형일,33,,O,,,2008,FAL,MEE
NULL,MEE3022,01,응용유체역학,3,"월 10:30~11:45 AS301 , 수 12:00~13:15",허남건,33,,O,,,2008,FAL,MEE
NULL,MEE3024,01,성형공정설계,3,"월 09:00~10:15 AS311 , 수 10:30~11:45",김낙수,6,,O,,,2008,FAL,MEE
NULL,MEE3025,01,기계공학실험I,3,월 15:00~20:50 AS401,정시영,19,,O,,,2008,FAL,MEE
NULL,MEE3025,02,기계공학실험I,3,화 15:00~20:50 AS407,이승엽,23,,O,,,2008,FAL,MEE
NULL,MEE3025,03,기계공학실험I,3,수 15:00~20:50 AS405,허남건,17,,O,,,2008,FAL,MEE
NULL,MEE3025,04,기계공학실험I,3,금 15:00~20:50 AS413,이제윤,20,,O,,,2008,FAL,MEE
NULL,MEE4003,01,디지털제어시스템,3,"화,목 16:30~17:45 RA308",박정열,26,O,O,,영어강의,2008,FAL,MEE
NULL,MEE4016,01,바이오모방공학개론,3,"월 15:00~16:15 K405 , 수 16:30~17:45",이승엽,15,,O,,,2008,FAL,MEE
NULL,MEE4024,01,계측및신호처리,3,"화,목 13:30~14:45 AS303",최범규,13,,O,,,2008,FAL,MEE
NULL,MEE4025,01,자동차공학,3,"수,금 15:00~16:15 AS412",정현용,12,O,O,,영어강의,2008,FAL,MEE
NULL,MEE4046,01,특수연구,3,일 00:00~00:00,,4,,O,,,2008,FAL,MEE
NULL,MEE4047,01,기계공학세미나,1,금 16:30~17:20 R404,손기헌,31,,O,,,2008,FAL,MEE
NULL,ECO4009,01,파생상품시장,3,"월 13:30~14:45 , 금 12:00~13:15 K301",사공용,169,,,,경제학전공자(다전공포함)이외 학생 수강금지,2008,FAL,ECO
NULL,ECO4010,01,국제금융시장,3,"화,목 12:00~13:15 K404",박정수,38,O,,,영어강의,2008,FAL,ECO
NULL,ECO4010,02,국제금융시장,3,"화,목 10:30~11:45 K401",박정수,128,,,,,2008,FAL,ECO
NULL,ECO4012,01,비용편익분석,3,"수,금 15:00~16:15 K305",곽태원,53,,,,,2008,FAL,ECO
NULL,ECO4014,01,한국경제론,3,"화,목 09:00~10:15 K401",김광두,147,,,,,2008,FAL,ECO
NULL,ECO4016,01,일본경제의이해,3,"수,금 13:30~14:45 K304",김복웅,15,,,,,2008,FAL,ECO
NULL,ECO4018,01,경제학특강1,3,수 15:00~17:50 K301,김경환,182,,,,,2008,FAL,ECO
NULL,ECO4021,01,경제학특강4,3,"월 15:00~16:15 K307 , 수 16:30~17:45",남재현,18,O,,,"부제:통신과IT산업,영어강의",2008,FAL,ECO
NULL,ECO4024,01,기업현장실습,3,"화,목 16:30~17:45",송의영,44,,,,3-4학년전용.수강신청후경제학과에서40명선정,2008,FAL,ECO
NULL,ECO5010,01,고급미시경제학Ⅰ,3,"월 09:00~10:15 K104 , 수 10:30~11:45 K104",이강오,41,O,,,학석사공용과목,2008,FAL,ECO
NULL,ECO5021,01,고급거시경제이론 I,3,"월 10:30~11:45 K104 , 수 12:00~13:15 K104",남주하,5,O,,,학석사공용과목,2008,FAL,ECO
NULL,ECO5030,01,고급계량경제학Ⅰ,3,"월 12:00~13:15 K106 , 금 13:30~14:45 K106",이영훈,22,,,,학석사공용과목,2008,FAL,ECO
NULL,MGT2001,01,현대기업과기업윤리,3,"월 15:00~16:15 MA101 , 수 16:30~17:45",김양민,18,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT2001,02,현대기업과기업윤리,3,"월 09:00~10:15 MA104 , 수 10:30~11:45",정무관,79,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2001,03,현대기업과기업윤리,3,금 15:00~17:45 MA106,장광호,74,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2002,01,경영통계학,3,"화,목 13:30~14:45 MA104",민재형,112,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT2002,02,경영통계학,3,"수,금 13:30~14:45 MA308",이군희,61,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2002,03,경영통계학,3,"월 12:00~13:15 MA208 , 금 10:30~11:45",조성빈,79,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2002,04,경영통계학,3,"화,목 16:30~17:45 MA208",김명석,68,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2002,05,경영통계학,3,"월 09:00~10:15 MA308 , 수 10:30~11:45",정철우,69,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2002,06,경영통계학,3,"월 15:00~16:15 MA201 , 수 16:30~17:45",강맹수,25,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,01,회계학원론,3,"월 10:30~11:45 MA204 , 수 12:00~13:15",최순재,80,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT2003,02,회계학원론,3,"월 15:00~16:15 MA204 , 수 16:30~17:45",양준선,45,O,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,03,회계학원론,3,"수,금 09:00~10:15",이남주,66,,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,04,회계학원론,3,"수,금 09:00~10:15 MA103",송민섭,12,O,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,05,회계학원론,3,"화,목 13:30~14:45 MA308",전성빈,73,,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,06,회계학원론,3,"화,목 12:00~13:15",이남주,68,,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT2003,07,회계학원론,3,"화,목 10:30~11:45 MA206",이대선,61,O,,"경영학부,경제학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3001,01,조직행동이론,3,"수,금 13:30~14:45 MA103",이동섭,20,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3001,02,조직행동이론,3,"화,목 10:30~11:45 MA202",이인석,79,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3001,03,조직행동이론,3,"수,금 15:00~16:15 MA103",이동섭,21,O,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3002,01,경영정보시스템,3,"화,목 15:00~16:15 MA206",이재범,68,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3002,02,경영정보시스템,3,"화,목 16:30~17:45 MA206",이재범,37,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3002,03,경영정보시스템,3,"월 13:30~14:45 MA202 , 금 12:00~13:15",남기찬,79,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3002,04,경영정보시스템,3,"월 12:00~13:15 , 금 10:30~11:45 MA206",배재권,65,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3002,05,경영정보시스템,3,"화,목 09:00~10:15 MA204",변현수,67,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3003,01,생산관리론,3,"월 10:30~11:45 MA308 , 수 12:00~13:15",김길선,69,O,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3003,02,생산관리론,3,"월 12:00~13:15 , 금 10:30~11:45 MA201",하병천,62,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3003,03,생산관리론,3,"화,목 15:00~16:15 MA202",노부호,98,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3003,04,생산관리론,3,"화,목 09:00~10:15 MA308",유시정,65,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3003,05,생산관리론,3,"수,금 15:00~16:15 MA308",이상현,56,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3004,01,재무관리,3,"화,목 13:30~14:45 MA106",국찬표,62,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3004,02,재무관리,3,"화,목 15:00~16:15 MA106",국찬표,66,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3004,03,재무관리,3,"월 09:00~10:15 MA206 , 수 10:30~11:45",박영석,68,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3004,04,재무관리,3,"수,금 15:00~16:15 MA208",홍광헌,45,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3004,06,재무관리,3,"월 10:30~11:45 MA206 , 수 12:00~13:15",김도성,54,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3004,07,재무관리,3,"화,목 12:00~13:15 MA204",고혁진,67,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3005,01,관리회계,3,"월 09:00~10:15 , 수 10:30~11:45",이남주,67,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3005,02,관리회계,3,"수,금 13:30~14:45 MA201",양준선,15,O,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3005,04,관리회계,3,"수,금 09:00~10:15 MA206",김유찬,64,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3005,05,관리회계,3,"화,목 09:00~10:15 MA104",손성진,64,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3005,06,관리회계,3,"화,목 09:00~10:15 MA103",설인식,15,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,01,마케팅원론,3,"화,목 15:00~16:15 MA208",하영원,58,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3006,02,마케팅원론,3,"화,목 13:30~14:45 MA203",임채운,49,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,03,마케팅원론,3,"월 10:30~11:45 MA208 , 수 12:00~13:15",정재학,46,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,04,마케팅원론,3,"월 09:00~10:15 MA103 , 수 10:30~11:45",정재학,12,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,05,마케팅원론,3,"월 12:00~13:15 , 금 10:30~11:45 MA204",박세훈,65,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,06,마케팅원론,3,"월 15:00~16:15 MA103 , 수 16:30~17:45",김주영,9,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3006,07,마케팅원론,3,"화,목 09:00~10:15 MA208",전성률,72,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3006,08,마케팅원론,3,"월 13:30~14:45 MA103 , 금 12:00~13:15",박경도,20,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3007,01,국제경영론,3,"월 09:00~10:15 MA201 , 수 10:30~11:45",이철,32,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT3007,02,국제경영론,3,"월,금 16:30~17:45 MA103",이강표,34,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT3007,03,국제경영론,3,"수,금 15:00~16:15 MA202",이건희,59,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4102,01,경영전략,3,"월 10:30~11:45 MA101 , 수 12:00~13:15",김양민,42,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4104,01,리더쉽이론,3,"수,금 09:00~10:15 MA106",정수연,47,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4106,01,인적자원관리,3,"월,금 16:30~17:45 MA101",조봉순,21,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4106,02,인적자원관리,3,"월 09:00~10:15 MA208 , 수 10:30~11:45",이인석,54,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4106,03,인적자원관리,3,"화,목 10:30~11:45 MA208",박경규,81,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT4106,04,인적자원관리,3,"수,금 13:30~14:45 MA204",양동훈,65,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4106,05,인적자원관리,3,"수,금 15:00~16:15 MA204",양동훈,55,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4106,06,인적자원관리,3,"수,금 09:00~10:15 MA208",황재원,62,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4202,01,통계자료분석,3,"월 15:00~16:15 MA203 , 수 16:30~17:45",김명석,21,O,,"경영학부,스포츠경영 연계전공(가능)",(구 목표관리론의 대체과목),2008,FAL,MGT
NULL,MGT4203,01,경영과학,3,"화,목 10:30~11:45 MA204",민재형,63,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4203,02,경영과학,3,"월 13:30~14:45 MA208 , 금 12:00~13:15",조성빈,77,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4221,01,경영과정보기술,3,"화,목 10:30~11:45 MA302",배재권,46,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4221,02,경영과정보기술,3,"화,목 12:00~13:15 MA302",배재권,46,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT4221,03,경영과정보기술,3,"월 12:00~13:15 , 금 10:30~11:45 MA302",변현수,47,,,경영학부(가능),,2008,FAL,MGT
NULL,MGT4221,04,경영과정보기술,3,"월 13:30~14:45 , 금 12:00~13:15 MA302",변현수,46,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4221,06,경영과정보기술,3,"월 15:00~16:15 MA302 , 수 16:30~17:45",최성욱,52,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4226,01,고객행위분석과서비스모델링,3,"월 13:30~14:45 , 금 12:00~13:15 MA206",김진화,79,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4227,01,지식경영과서비스혁신,3,"화,목 12:00~13:15 MA308",김용진,28,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4245,01,정보화시대의기업경영과혁신,3,"화,목 13:30~14:45 MA201",노부호,24,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4249,01,종합물류론,3,"월 13:30~14:45 , 금 12:00~13:15 MA201",하병천,9,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4301,01,투자론,3,"월 10:30~11:45 MA202 , 수 12:00~13:15",고혁진,65,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4301,02,투자론,3,"수,금 13:30~14:45 MA208",홍광헌,69,O,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4303,01,선물옵션투자론,3,"화,목 15:00~16:15 MA308",원재환,53,,,"경영학부,스포츠경영 연계전공(가능)",,2008,FAL,MGT
NULL,MGT4306,01,금융리스크관리,3,월 15:00~17:45 MA106,한철우,28,,,"경영학부,스포츠경영 연계전공(가능)",(구 계량재무분석의 대체과목),2008,FAL,MGT
